CVR,Profit,Assets,Equity,YearEnd,Equity_sqrt,Assets_sqrt,Profit_sqrt,Default_nextyear,Age
32344097,528638.5181058496,1906489,571377,2014-12-31,755.8948339550946,1380.7566766088803,727.0753180419822,0,359
27625088,-354390,2348110,207780,2014-12-31,455.82891527414097,1532.354397650883,-595.3066436719819,0,3957
34703426,-482273,1731291,-384006,2014-12-31,-619.6821766034585,1315.785316835539,-694.4587820742136,0,838
34703426,89781.79281183932,1372063,196667,2013-12-31,443.4715323445238,1171.3509294827063,299.6361006485022,0,473
32344003,48915.76795580111,576258,98647,2014-12-31,314.08119969205416,759.1165918355362,221.1690935818138,0,362
31164141,6775,409248,293824,2014-12-31,542.0553477275175,639.7249408925683,82.31038816577164,0,2569
21332895,2304440,29118079,10491210,2014-12-31,3239.0137387791365,5396.117029865086,1518.0382076878038,0,5874
21332895,3756495,32753944,11186770,2013-12-31,3344.662912761165,5723.106149635878,1938.1679493790004,0,5509
32343392,-113444,251769,-63444,2014-12-31,-251.88092424794698,501.765881661956,-336.81448899950846,0,362
32342272,106818,2031564,343447,2013-12-31,586.0435137427937,1425.3294356042745,326.8302311598485,0,13
32342272,90,1961588,343537,2014-12-31,586.1202948200992,1400.5670280282911,9.486832980505138,0,378
32342108,172607,3394210,2239877,2013-12-31,1496.6218627295273,1842.3381882814024,415.45998603957037,0,921
25263189,-1261603,6747503,441851,2014-06-30,664.7187375123407,2597.595619029259,-1123.2110220256923,0,5215
26049458,654276,4262589,1718359,2013-12-31,1310.8619301818173,2064.603836090595,808.8732904478921,0,4627
32340644,-321185,378004,178815,2013-12-31,422.86522675670557,614.8202989492133,-566.731858995063,0,123
32340334,91916,1440580,478198,2013-12-31,691.518618693669,1200.2416423370753,303.1765162409516,0,187
32339913,-184383,412205,80000,2013-12-31,282.842712474619,642.0319306701186,-429.39841639204957,0,186
32339913,97488,682805,120015,2014-12-31,346.43181147233,826.3201558718025,312.23068395018447,0,551
32339794,8752,401742,122616,2013-12-31,350.16567507395695,633.8312078148251,93.552124508212,0,186
32339794,6259694,6990276,5782310,2014-12-31,2404.643424709784,2643.9130091589623,2501.938048793375,0,551
19362736,-134840,407657,-16573,2013-09-30,-128.73616430514,638.4802267885827,-367.20566444432745,0,6333
32339689,-147352,716636,18391,2014-12-31,135.61342116472102,846.543560603942,-383.8645594477302,0,562
32339689,-99309,846855,165743,2013-12-31,407.1154627375384,920.2472493846423,-315.13330512657654,0,197
32338887,1114745,1793316,1194745,2013-12-31,1093.0439149457811,1339.147490009969,1055.8148511931436,0,188
32338887,48990,1771049,1113735,2014-12-31,1055.3364392457981,1330.80764951213,221.33684736166276,0,553
31159121,120868,1417654,577886,2014-05-31,760.1881346087954,1190.6527621435228,347.66075418430535,0,2375
32338461,-245974,1433347,1151198,2014-12-31,1072.9389544610635,1197.2247073962349,-495.9576594831458,0,555
32338461,285814,1882867,80000,2013-12-31,282.842712474619,1372.1760091183637,534.6157498615244,0,190
32337074,50107,120426,48126,2014-12-31,219.37638888449231,347.0244948126861,223.84592915664112,0,616
32337023,209423.29032258064,587729,329697,2014-06-30,574.1924764397388,766.6348544124511,457.6278950441949,0,434
32336744,80000,8068000,160000,2013-12-31,400,2840.422503783548,282.842712474619,0,263
32336744,1750161,3617464,1830161,2014-12-31,1352.834431850402,1901.9631962790447,1322.9365064129117,0,628
32336698,530.0494382022472,90378,80648,2014-06-30,283.9859151436916,300.6293398855142,23.022802570543995,0,445
31942810,-28326,999558,-96777,2013-12-31,-311.09001912629725,999.7789755741015,-168.30329765040256,0,1803
31942810,-85560,972621,-182337,2014-12-31,-427.0093675787453,986.2154936929353,-292.5064101861701,0,2168
31156203,72032,847288,510459,2014-12-31,714.4641348591264,920.482482179862,268.38777915546007,0,2570
32335756,201652.46601941748,579184,221183,2014-12-31,470.3009674665788,761.0413917783973,449.0573081683645,0,309
34694427,421740,1088447,393656,2014-12-31,627.4201144368899,1043.2866336726452,649.4151214747005,0,863
34694427,-44494.24899598394,152298,19126,2013-12-31,138.2967823197633,390.2537635949204,-210.93659947003965,0,498
20144432,-1731824,6974138,-7682236,2014-12-31,-2771.6846862513057,2640.859329839437,-1315.9878418891262,0,6402
20144432,-122823,7852843,-5950412,2013-12-31,-2439.34663383456,2802.292454402288,-350.46112480559094,0,6037
32334814,238367.19753086418,5419994,262173,2014-12-31,512.028319529301,2328.088056753868,488.22863243655036,0,324
31155010,-31400,291519,-229598,2014-12-31,-479.16385506421494,539.9249947909432,-177.2004514666935,0,2571
32334334,-103630.8,1608892,-41104,2014-12-31,-202.741214359587,1268.4210657348765,-321.9173807050499,0,320
31940931,175825,2802284,1275360,2014-12-31,1129.3183784920884,1674.0023894845551,419.3149174546501,0,2170
31940931,285163,2892644,1099535,2013-12-31,1048.587144685648,1700.7774692769187,534.0065542668929,0,1805
32330983,6470,2235311,346148,2013-12-31,588.3434371181512,1495.0956491141294,80.43631020876082,0,958
32330983,-7249,1842314,338899,2014-12-31,582.1503242290603,1357.31868034003,-85.14105942493316,0,1323
32330533,37206,549458,109719,2014-06-30,331.2385847089677,741.2543423144313,192.8885688681421,0,1230
32330452,-647690,640071,-626992,2014-12-31,-791.8282642088498,800.0443737693554,-804.7918985675738,0,1414
32330452,-368617,1537048,20697,2013-12-31,143.86451960090784,1239.7773993745814,-607.1383697313158,0,1049
29970785,-1254855.1912568307,12967115,183559,2014-04-02,428.4378601384336,3600.9880588527367,-1120.203191950831,0,2724
32330169,24560,7704,-2296,2014-06-30,-47.916594202843754,87.77243302996676,156.71630419327786,0,1231
33509804,-3903,1229468,-80158,2013-12-31,-283.1218818812845,1108.8137805781455,-62.473994589749104,0,1033
32329446,-49200,2451442,903685,2014-12-31,950.6234796174562,1565.7081464947419,-221.81073012818834,0,1421
32329446,-86877,907290,471593,2013-12-31,686.7262919096662,952.517716370672,-294.7490457999822,0,1056
32329381,-12296,218566,-66133,2013-12-31,-257.1633721975196,467.51042769119067,-110.8873302050329,0,1050
32329381,-119817,139746,-185950,2014-12-31,-431.21920179880675,373.8261628083299,-346.1459229862458,0,1415
35868526,-67671.06666666667,20807,10959,2014-12-31,104.68524251297315,144.24631711069785,-260.13663076673123,0,210
33508190,-54953,211435,94486,2013-12-31,307.3857511336529,459.8206171976198,-234.42056223804258,0,1036
33508190,32235,189987,126721,2014-12-31,355.9789319608676,435.87498207628295,179.54108164985527,0,1401
32328180,4366.109090909091,83583,84618,2014-12-31,290.8917324366576,289.10724653664425,66.07653964085203,0,385
20137487,58908,752108,55347,2014-12-31,235.25943126684635,867.2416041680657,242.70970314348787,0,6393
34687323,707996.6111111111,2394541,1060303,2013-12-31,1029.7101533926914,1547.4304507796141,841.4253449422065,0,504
34687323,715526,3812232,1775829,2014-12-31,1332.6023412856514,1952.4937900029286,845.8876994022315,1,869
32327346,-18853.333333333332,69800,59800,2014-12-31,244.54038521274967,264.1968962724581,-137.30744092485787,0,390
32326994,280125.85714285716,1735739,381674,2014-12-31,617.7977015172523,1317.4744779311666,529.2691726738458,0,392
32326897,960620.9441624365,1925910,1539793,2014-12-31,1240.8839591194658,1387.7715950400484,980.1127201309228,0,394
32326889,2769.3638676844785,177381,82990,2014-12-31,288.07985004161606,421.1662379631112,52.624745773110185,0,393
35865861,-1942142.8,33932210,3429533,2014-12-31,1851.8998353042748,5825.136049913341,-1393.6078357988663,0,210
35865853,-649942.8,51590193,875033,2014-12-31,935.4319857691419,7182.631342342443,-806.1903001153016,0,210
46876016,2717508,9542564,5434295,2014-12-31,2331.1574378406963,3089.1040772366346,1648.486578653281,0,6194
32325912,-3104.184914841849,82371,76495,2014-12-31,276.5772948020137,287.0034842994071,-55.715212598013565,0,411
16596086,-205910,1029265,54982,2013-12-31,234.48240872184846,1014.5269833769825,-453.7730710388178,0,7683
32325637,194389.55319148937,4562435,280798,2014-12-31,529.9037648479203,2135.9857209260554,440.89630662037683,0,376
32325165,1093.6545454545455,1518380,81322,2013-12-31,285.1701246624548,1232.225628689811,33.07044821974062,1,440
33504837,32196,840148,41949,2014-06-30,204.81455026437942,916.5958760544365,179.43243853885505,0,1224
16595284,44687,7805856,6204051,2013-12-31,2490.7932471403565,2793.896204228067,211.392998937997,0,7578
34094101,1838394,9413259,1918394,2013-09-30,1385.0610094865858,3068.103485868754,1355.8738879409102,0,641
34094101,-941285,12402995,377109,2014-09-30,614.0920126495703,3521.788608079707,-970.1984333114541,0,1006
32324398,1568.9197080291972,564738,82362,2013-12-31,286.98780461894194,751.490518902268,39.60959111161333,0,548
32324398,165176,551804,247538,2014-12-31,497.5319085244684,742.8351095633539,406.4185035157725,0,913
32324177,-6557,599907,71045,2013-12-31,266.54267950930483,774.5366356732262,-80.97530487747484,0,557
32324177,71964,422053,143009,2014-12-31,378.16530776897025,649.6560628517216,268.26106687329786,0,922
32324169,385236,3285572,2240363,2014-12-31,1496.7842195854419,1812.6146860267904,620.6738273844,0,914
32324037,343857,1912702,337884,2014-09-30,581.2779025560837,1383.0046999197075,586.393212784732,0,825
35469907,307819.41443298967,843945,490144,2014-12-31,700.102849587116,918.6647919671244,554.8147568630359,0,485
32323871,-3695,111702,77392,2014-12-31,278.1941767902413,334.21849140943715,-60.78651166171653,0,915
32323871,-9282,138755,81087,2013-12-31,284.75779181613274,372.4983221438722,-96.34313675607619,0,550
32323758,98072,3084029,751703,2014-12-31,867.0080737801696,1756.1403702437913,313.1644935173846,0,915
32323634,15000,1401000,1251000,2013-06-30,1118.481112938435,1183.638458314024,122.47448713915891,0,368
16986976,-35302,19188724,11330207,2013-09-30,3366.0372844043186,4380.493579495352,-187.88826466812662,0,7487
32323375,21568.98689956332,6597030,107139,2013-09-30,327.3209434179243,2568.4684152233604,146.8638379573519,0,458
35468803,-406805.0573770492,670565,-465387,2014-12-31,-682.1927880005769,818.8803331378767,-637.8127134018647,0,488
32322824,15018376,60016189,17096547,2014-12-31,4134.79709296599,7747.011617391573,3875.3549514850893,0,1324
32322824,-772498,24058072,2078170,2013-12-31,1441.5859322288075,4904.90285326835,-878.9186538013629,0,959
32322646,601969,972036,192502,2013-12-31,438.7504985752153,985.9188607588354,775.8666122472341,0,956
32322522,-274807,896012,-289656,2013-09-30,-538.1969899581379,946.579103931626,-524.220373507173,NA,969
12267037,237537,2047697,1302476,2014-06-30,1141.2607064119925,1430.9776378406477,487.3776769611017,0,9495
32322190,14183,696564,503211,2013-12-31,709.3736673996294,834.6040977613278,119.09240110099384,0,1058
32321755,263144,656780,221486,2014-06-30,470.6229913635754,810.4196443818474,512.9756329495583,0,1240
35860843,-18293.077625570775,427622,38994,2014-12-31,197.46898490649107,653.928130607638,-135.25190433251126,0,219
32321119,519057,2196657,717633,2013-12-31,847.1322210847608,1482.1123439199878,720.4561055331546,0,1064
32321119,55963,1894279,273596,2014-12-31,523.0640496153411,1376.3280858865012,236.5650016380276,0,1429
26028965,42589,399442,115852,2013-12-31,340.37038649095194,632.014240345896,206.37102509800158,0,4625
32320724,332738,5252870,1338524,2014-12-31,1156.9459797242048,2291.914047253954,576.8344649897404,0,1427
32320724,282851,5357184,1005787,2013-12-31,1002.8893258979277,2314.559137287272,531.8373811608207,0,1062
34090211,0,80000,80000,2014-12-31,282.842712474619,282.842712474619,0,0,1105
33499922,-139322,2221819,-2133369,2013-12-31,-1460.6056962780885,1490.5767340194197,-373.25862347707385,0,1048
32319785,63.74193548387097,184700,80076,2014-06-30,282.9770308699984,429.76737893888594,7.983854675773537,0,434
32319688,0,3606969,185133,2014-06-30,430.27084493374633,1899.2022009254306,0,0,431
35858636,-8260.867256637168,125000,44871,2014-12-31,211.8277602204206,353.5533905932738,-90.8893132146853,0,226
35858547,-593434.042918455,74327,-28863,2014-12-31,-169.89114161721324,272.62978560678215,-770.3467030619752,0,233
34088500,-82884,287359,75314,2013-12-31,274.4339629127561,536.0587654352832,-287.89581448850555,0,741
34481644,208364.97928436912,2231707,383961,2013-09-30,619.6458666044663,1493.8898888472336,456.4701296737489,0,531
34481644,289068,2271085,656315,2014-12-31,810.1327051786022,1507.0119442127857,537.6504440619389,0,988
32318290,253491,610880,-16824,2014-12-31,-129.7073629367277,781.5881268289585,503.47889727375866,1,622
32318290,0,591311,236667,2013-12-31,486.48432657178176,768.9674895598642,0,0,257
26615933,133328,3976897,2390096,2013-12-31,1545.9935316811645,1994.215886006327,365.1410686296462,0,4240
32317715,-67553.73665480428,7043989,27850,2013-12-31,166.88319268278636,2654.051431302717,-259.9110168015282,0,281
32317715,-563656,268308,-535806,2014-12-31,-731.9877048147736,517.9845557543198,-750.7702711215995,0,646
32317502,1112915,2005685,1135642,2014-12-31,1065.6650505670157,1416.222087103573,1054.947866010449,0,645
32317502,-74454.9,333424,22727,2013-12-31,150.75476775213446,577.4287834876263,-272.8642519642322,0,280
35856625,-24473.742222222223,158427,34872,2014-12-31,186.7404616037992,398.0288934235805,-156.44085854476197,0,225
32312799,30906.909090909092,115229,66812,2014-12-31,258.4801733208952,339.4539733159711,175.80360943652178,0,198
12257430,20738,782730,582277,2014-04-30,763.0707699813956,884.720294782481,144.00694427700353,0,9436
32312594,-224019,1450842,808450,2014-12-31,899.1384765429627,1204.5090286087523,-473.30645463589445,0,201
27986927,247918,1290820,1067539,2014-12-31,1033.2177892390355,1136.1425966840607,497.91364713170896,0,3790
27986927,380327,2159686,1819621,2013-12-31,1348.9332822641747,1469.5870168179902,616.7065752852,0,3425
32311970,417614,634046,267614,2014-12-31,517.3142178598999,796.270054692502,646.230608993415,0,204
32311903,320000,19145000,3070000,2014-04-30,1752.1415467935233,4375.4999714318365,565.685424949238,0,1175
15795271,-16071,11073084,1041980,2014-12-31,1020.7742159753057,3327.6243778407443,-126.77144788949916,0,7945
15795271,858859,11501779,1058051,2013-12-31,1028.6160605395971,3391.4272806592803,926.7464593943696,0,7580
34080402,23816,66805,44840,2014-12-31,211.7545749210628,258.46663227581234,154.3243337908834,0,1118
34080305,148932,1035355,196080,2014-12-31,442.8092139962763,1017.523955491958,385.91708954126403,0,1115
34080305,-55547,496887,47149,2013-12-31,217.13820483738002,704.9021208650177,-235.68411062267222,0,750
32310613,3559,304392,27470,2013-12-31,165.7407614318216,551.7173189233777,59.65735495309862,1,1056
13828040,235529,1470821,824804,2014-06-30,908.1872053712274,1212.774092731206,485.3133008686245,0,8946
30736931,-18651,484409,151303,2013-09-30,388.9768630651443,695.9949712462009,-136.5686640485291,0,2244
32309879,0,1977912,1046952,2014-12-31,1023.2067239810341,1406.3825937489414,0,0,201
30736524,-175546,4525689,-459337,2014-12-31,-677.744051984228,2127.3666820743433,-418.9820998563065,0,1556
32309372,318058.3696682464,273389,184369,2014-12-31,429.3821142059832,522.8661396571785,563.9666387901384,0,211
32309364,155797.96721311475,565421,236654,2014-12-31,486.47096521786375,751.9448118046962,394.71251210610836,0,366
32309283,-14702,77649,72649,2014-06-30,269.53478439711637,278.655701538655,-121.25180411028943,0,182
35258094,-81143.21860465116,457072,452072,2013-12-31,672.3629971971985,676.0710021883796,-284.85648773487884,0,215
35258094,-4837,7118679,447235,2014-12-31,668.7563083814612,2668.0852685024893,-69.54854419756032,0,580
32308821,-6067.769696969697,398977,55501,2014-12-31,235.58650216003463,631.6462617636552,-77.89589011603691,0,330
75172028,-226041,69644525,69298478,2014-06-30,8324.570739683819,8345.329532139518,-475.43769307870406,0,11041
32308678,57966.72672672672,487211,103030,2014-12-31,320.98286558631133,698.0050143086366,240.76280179198514,0,333
32308554,161480.45645645645,7343591,197728,2014-12-31,444.6661669162609,2709.9060869336413,401.84630949712164,0,333
34470979,0,24742,6786,2014-06-30,82.37718130647589,157.29589950154454,0,0,822
34077401,-45544,2930932,-29289,2014-12-31,-171.14029332684925,1711.9964953235155,-213.41040274550818,0,1126
34077401,-50104,3283499,16255,2013-12-31,127.49509794497983,1812.042769914662,-223.8392280186831,0,761
35257004,485012.1568627451,3167039,351820,2013-12-31,593.1441646008161,1779.6176555653744,696.4281419233037,0,204
35257004,-34664,3056440,317156,2014-12-31,563.1660501131083,1748.2677140529709,-186.18270596379247,0,569
34076316,867078,7604039,1294295,2014-04-30,1137.6708662877854,2757.5422027595514,931.1702314829442,0,877
30733800,471054,3964183,1384233,2014-12-31,1176.5343173915498,1991.0256151039343,686.3337380604279,0,2735
32306764,442715.5321637427,1209868,465958,2014-12-31,682.6111631082515,1099.9399983635471,665.3687189549436,0,342
32306705,60608,6939363,120608,2014-12-31,347.28662513837185,2634.267070742828,246.1869208548659,0,341
32306470,32246,159716,137873,2013-12-31,371.3125368203988,399.6448423287857,179.57171269439962,0,628
32306470,38649,250900,176522,2014-12-31,420.14521299188925,500.89919145472777,196.59348921060433,0,993
32306381,-9215,482691,-179446,2014-12-31,-423.61067030942456,694.7596706775661,-95.99479152537391,0,987
32306381,38606,202533,-170230,2013-12-31,-412.5893842550969,450.0366651729612,196.48409604850974,0,622
32306136,24126,503134,194097,2014-12-31,440.56441072787527,709.3193920935759,155.32546475063256,0,1006
32306136,44195,343007,169971,2013-12-31,412.27539339621035,585.6679946864093,210.22606879262145,0,641
32306071,376348,876046,302461,2013-12-31,549.964544311722,935.9732902171942,613.4720857545191,0,638
32306071,443005,1219361,545866,2014-12-31,738.8274494088589,1104.2468021235109,665.5862077897949,0,1003
32305830,-21956,490890,42152,2013-12-31,205.30952242894142,700.6354258813923,-148.17557153593165,0,638
32305830,-19777,476855,22375,2014-12-31,149.5827530165159,690.5468847225364,-140.63072210580447,0,1003
32305822,11458,337066,151031,2014-12-31,388.6270705959635,580.5738540444273,107.0420478129973,0,1002
59439014,243000,2566000,1369000,2014-12-31,1170.0427342623004,1601.873902652765,492.9503017546495,0,14085
59439014,-48000,2839000,1626000,2013-12-31,1275.1470503436065,1684.93323309857,-219.08902300206645,0,13720
33878133,-471713,225556,-1370149,2014-06-30,-1170.5336389869367,474.9273628672073,-686.8136574064322,0,1034
32305229,-206731,82471,6167,2013-12-31,78.53024894905147,287.1776453695517,-454.6768082935394,0,768
33877870,13296,195255,195255,2013-12-31,441.8766796290567,441.8766796290567,115.30828244319659,0,853
33877870,45713,255802,255802,2014-12-31,505.76872184823765,505.76872184823765,213.80598681982693,0,1218
32304923,-132334,705651,367660,2014-12-31,606.3497340644259,840.0303565943317,-363.77740446597284,0,1161
32304885,142895,9034569,-298642,2013-12-31,-546.4814726960101,3005.755978119315,378.0145499845211,0,806
32304796,89088,2907083,869931,2014-06-30,932.7009166930201,1705.0170087128163,298.4761296988421,0,980
12249497,-32619,3217464,-410418,2013-09-30,-640.638743755012,1793.72907653302,-180.60730882220685,0,9225
32304699,447808,57119317,586493,2013-12-31,765.8283097405057,7557.732265699811,669.1845784236215,0,834
32304699,130813,4439696,717306,2014-12-31,846.9391949839138,2107.0586133280676,361.6807984950266,0,1199
17754688,19014,1117453,744117,2014-12-31,862.6221652612458,1057.0964951223705,137.89126150702953,0,7586
17754688,6928,1396555,725103,2013-12-31,851.5297998308691,1181.759281749037,83.23460818673925,0,7221
35843248,-355790.60655737703,317287,-188497,2014-12-31,-434.162412007304,563.2823448325005,-596.4818576934064,0,244
32303706,209432,936877,456607,2014-06-30,675.727015887333,967.924067269742,457.6374110581433,0,1243
30730402,231333,1359093,457944,2013-12-31,676.7155975740474,1165.801441069619,480.970893090216,0,2345
30730402,322004,1726165,679949,2014-12-31,824.5902012515065,1313.8359867198037,567.4539628903829,0,2710
21292575,1384392,80759313,28641198,2013-12-31,5351.747191338544,8986.61855204726,1176.60188679094,0,5600
21292575,-2258842,79875636,26382356,2014-12-31,5136.375765070153,8937.317047078503,-1502.9444434176535,0,5965
32303196,133955,486420,214916,2014-12-31,463.59033639626267,697.4381693024837,365.99863387723184,0,1518
32303196,73182,433963,160961,2013-12-31,401.19945164469004,658.7586811572202,270.5217181669524,0,1153
35251162,-360325,745883,-279829,2014-12-31,-528.9886577233958,863.6451817731631,-600.2707722353305,0,588
35251162,811.2466367713005,387987,80497,2013-12-31,283.7199323276389,622.8860248873785,28.482391696823854,0,223
32301754,25505,1130594,71947,2014-12-31,268.22937944975376,1063.293938664187,159.70284906663375,0,1694
32301754,-28447,1115935,18452,2013-12-31,135.83813897429545,1056.3782466522111,-168.66238466237812,0,1329
33874081,-3761,86937,81937,2013-12-31,286.24639735724185,294.85080973265104,-61.326992425847855,0,865
32301177,-22135,183556,56737,2013-12-31,238.19529802244207,428.4343590329795,-148.7783586413024,0,1373
32301177,-43773,124951,12964,2014-12-31,113.85956261992227,353.4840873363326,-209.21997992543638,0,1738
32300707,74416,1469117,828561,2013-12-31,910.253261460787,1212.071367535757,272.7929617860402,0,1385
32300707,-195240,923659,633319,2014-12-31,795.8134203442412,961.0717975260745,-441.8597062416984,0,1750
32300391,27086000,134426000,54021000,2014-12-31,7349.897958475342,11594.222699258455,5204.421197405145,0,1836
32300391,-2096000,83969000,26934000,2013-12-31,5189.797683917938,9163.460045201267,-1447.7568856683085,0,1471
35052860,29639.147540983606,451218,174835,2013-12-31,418.1327540387144,671.727623371259,172.1602379789933,0,305
35052860,-55725,400011,119109,2014-12-31,345.121717659147,632.4642282374554,-236.06143268225753,0,670
32299598,265759,1078796,400454,2013-12-31,632.8143487627315,1038.6510482351616,515.5181859061812,0,1539
32298923,-116179,778167,44435,2013-09-30,210.7961100210343,882.1377443460857,-340.85040707031584,0,1512
26990041,133514,2332197,-3944098,2014-12-31,-1985.975327137777,1527.1532339618052,365.39567594595314,0,3838
26990041,-1806873,2422260,-4077612,2013-12-31,-2019.3097830694526,1556.3611406097236,-1344.1997619401664,0,3473
32298281,70924.46009389672,772772,113005,2014-12-31,336.1621632486321,879.0745133377488,266.316466058516,0,426
32297978,-25637.8940397351,220347,54256,2014-06-30,232.9291737846507,469.41133348056263,-160.11837508460764,0,302
30724933,265442,4699157,463575,2013-12-31,680.8634224277289,2167.7539066969757,515.2106365361647,0,2356
30724933,9815,5011784,473390,2014-12-31,688.0334294204025,2238.7014092995964,99.0706818387761,0,2721
32297536,66960.1081081081,606837,168483,2014-12-31,410.46680742783576,778.9974326016743,258.76651272548406,0,481
79486310,491000,4090000,2980000,2014-12-31,1726.2676501632068,2022.3748416156684,700.713921654194,0,10619
79486310,315000,3788000,3289000,2013-12-31,1813.5600348485848,1946.2785001124582,561.2486080160912,0,10254
35836551,73459.8406374502,983016,100655,2014-12-31,317.26172161166875,991.4716334822697,271.0347590945674,0,251
35836454,257507.5219123506,329748,227567,2014-12-31,477.03983062213996,574.2368849177141,507.45198976095327,0,251
29937575,17966,2982203,276959,2014-12-31,526.2689426519486,1726.9056140970763,134.03730823916152,0,3022
29937575,4375026,1477118,258993,2013-12-31,508.91354865045594,1215.3674341531453,2091.6562815147236,0,2657
32296874,-455737,429806,-1010120,2014-12-31,-1005.0472625702733,655.5959121288051,-675.0829578651797,0,2009
32296874,-15050,509510,-554382,2013-12-31,-744.5683313168779,713.799691790351,-122.67844146385298,0,1644
32296742,-63987,1145564,390613,2013-12-31,624.9903999262708,1070.3102353990641,-252.9565180026006,0,1614
32296742,293808,1304437,564421,2014-12-31,751.2795751249996,1142.1195208908741,542.0405888861092,0,1979
27970192,-149077,52686,-70837,2013-12-31,-266.1522120892479,229.53431116066287,-386.10490802371316,0,3464
27773451,-48300,758842,-25182,2013-09-30,-158.6883738652583,871.1153769736819,-219.7726097583591,0,3407
33868561,49971,452769,342462,2014-12-31,585.2025290444326,672.8811187721052,223.54194237323787,0,1234
32884989,2608,928320,501722,2014-09-30,708.323372478983,963.493642947373,51.068581339214816,0,1617
32295150,-53071,436496,14237,2013-12-31,119.31890043073645,660.6784391820275,-230.3714392019983,0,1645
32295150,179933,350761,194170,2014-12-31,440.6472512112154,592.2507914726666,424.1851011056376,0,2010
27576095,-569447,6881101,-1085449,2013-12-31,-1041.8488374039682,2623.1852774823205,-754.617121459618,0,3623
27576095,-431582,6677797,-1517031,2014-12-31,-1231.678123537152,2584.143378375124,-656.9490086757114,0,3988
32294782,-25144,1136644,32914,2014-12-31,181.4221596167348,1066.135075869845,-158.56859714331839,0,1982
32294782,-27128,1155391,58059,2013-12-31,240.95435252346033,1074.891157280587,-164.7057983193063,0,1617
32293875,43218,538125,-515238,2014-12-31,-717.8008080240646,733.5700375560605,207.88939366884497,0,1983
32293875,49707,541358,-558456,2013-12-31,-747.2991368923157,735.770344604891,222.9506671889546,0,1618
26001900,51657,648432,212972,2014-06-30,461.48889477429464,805.2527553507656,227.28176345672787,0,4829
35832866,-247379.70833333334,68226,-195728,2014-12-31,-442.41157308551504,261.201071973298,-497.37280618599704,0,288
27966497,298647,3933988,1002897,2013-12-31,1001.4474524407159,1983.4283450631635,546.4860473973695,0,2748
27966497,400945,3617996,1305441,2014-12-31,1142.5589700317441,1902.1030466302293,633.2021794024402,0,3113
35831266,293133,3583917,1484479,2014-12-31,1218.3919730530072,1893.1236092764782,541.4175837558289,0,261
20101431,454756,10072468,2369180,2013-12-31,1539.2140851746387,3173.7151731054882,674.3559890740202,0,6048
25999843,593145,2690849,2483266,2013-12-31,1575.8381896628855,1640.3807484849362,770.1590744774744,0,4656
33864663,5392,862888,-103149,2014-06-30,-321.1681802420657,928.91764974081525,73.43023900274328,1,1069
33864663,-415028,565232,-108541,2013-06-30,-329.45561157764485,751.8191271841919,-644.226668184421,0,704
33864531,-45880,673181,-7347,2013-12-31,-85.71464285639881,820.4760813088947,-214.19617176784462,0,880
27964907,223757,1940642,69006,2014-09-30,262.6899312878208,1393.0692732236973,473.0295973826585,0,3197
35828532,-37922,543961,38047,2014-12-31,195.0564020994953,737.5371177100174,-194.73571834668647,0,267
29929599,502915,2184070,-475613,2013-12-31,-689.6470111586071,1477.8599392364622,709.1650019565263,0,2650
29929599,-598292,1928840,-1073905,2014-12-31,-1036.2938772375335,1388.8268430585579,-773.4933742444081,1,3015
11839835,736023,11032419,4202081,2014-03-31,2049.897802330643,3321.50854281605,857.9178282329841,0,9590
34057532,530816,17031152,562052,2014-12-31,749.7012738417883,4126.881631450071,728.5712044817583,0,1142
34057532,-48764,4402999,31236,2013-12-31,176.737092880923,2098.332433147808,-220.82572313931183,0,777
32877869,-13554,537781,-58661,2014-12-31,-242.20033030530738,733.3355302997394,-116.42164747159353,0,1724
32877869,-245435,752804,-45107,2013-12-31,-212.38408603282875,867.6427836385202,-495.4139683133692,0,1359
32286097,7361,2958826,2251941,2014-12-31,1500.6468605238208,1720.1238327515841,85.7962703152066,0,2011
32286097,-7897,3185757,2244580,2013-12-31,1498.192244006089,1784.8689027488826,-88.86506625215557,0,1646
35824855,-11525.303370786516,166348,41546,2014-12-31,203.82835916525454,407.8578183632134,-107.35596569723788,0,267
32285430,-1131543,35825395,-965489,2014-06-30,-982.5929981431783,5985.431897532541,-1063.7400998364215,0,1820
32285120,17164,4448178,1424033,2013-12-31,1193.3285381654123,2109.0704113424,131.01144988129855,0,1644
32285120,-574574,3367114,849459,2014-12-31,921.6610005853562,1834.9697545191311,-758.0065962773675,0,2009
33071388,-16018,41684,26219,2014-12-31,161.92282112166896,204.16659863944446,-126.56223765404908,0,1625
32284655,269099,966563,449368,2013-12-31,670.349162750279,983.1393593992665,518.7475301146021,0,1644
32284655,310554,1203427,710722,2014-12-31,843.0432966342831,1097.008204162576,557.2737208948579,0,2009
31497914,1795000,14295000,6918000,2014-12-31,2630.2091171615994,3780.8729150819127,1339.7761006974263,0,2387
31497914,-1148000,12167000,5123000,2013-12-31,2263.404515326414,3488.1227042637133,-1071.4476188783099,0,2022
32284329,194567,940202,372141,2014-12-31,610.0336056316897,969.6401394331817,441.0974948920023,0,2009
32284329,219194,996293,302575,2013-12-31,550.0681775925599,998.1447790776647,468.18158870250335,0,1644
32284280,109962,420587,283599,2013-09-30,532.5401393322385,648.5267920448622,331.60518693168837,0,1548
